name,yrnom,posit,recess,success,id,analu,seatid,spaethid,zukid,birdate,biryear,birthcit,birthst,childcit,childst,childsur,famses,famjud,nomrelig,natorig,race,gender,mothname,fathname,fathoccu,fathpol,fathpoln,undsch,undsta,unddat,undschn,gradsch,gradsta,graddat,gradschn,lawsch,lawsta,lawdat,lawschn,read,readst,readyr,readn,marryn,spouse,marryr,child,militbr,milityrs,militran,militwar,clerkj,clerkyrs,barst1,baryr1,barst2,baryr2,barst3,baryr3,privtyp1,privst1,privyrs1,privtyp2,privst2,privyrs2,schname1,schrank1,schyrs1,schname2,schrank2,schyrs2,schn,schcon,sttrist,sttriyrs,stapst,stapyrs,stsupst,stsupyrs,feddist,feddi,feddiyrs,fedca,fedcayrs,usasat,usasatyrs,usat,usatyrs,ussgoyrs,ussgyrs,usagoyrs,usagyrs,uscab,uscabyrs,ussec,ussecyrs,usage,usageyrs,usagh,usaghyrs,uspresyrs,ushr1,ushryrs1,ushr2,ushryrs2,ussn1,ussnyrs1,ussn2,ussnyrs2,conconv,concong,concongyrs,artcon,artconyrs,artconsp,citat,citatyrs,cdep,cdepyrs,cdis,cdisyrs,saag,saagyrs,stag,stagyrs,ltgov,ltgov1,ltgov2,gov,govyrs,stcab,stcabyrs,mayor,mayoryrs,stsenate,stsenyrs,sthouse,sthseyrs,ctycl,ctyclyrs,commsn,commsnyrs,datenom,datesen,judnom,usjnom,stjnom,prsznom,prstnom,prposnom,prschnom,govatnom,uslenom,uslesnom,stlenom,stlesnom,stexpnom,stexsnom,usexnom,yrposnom,agenom,stnom,parnom,prparnom,prdssr,presname,prespart,nompres,socpres,econpres,congress,senparty,nomsen,ideo,mednmq1,medmq1,mednmq2,medmq2,qual,abarate,abavote,heardate,heardays,comdvote,comvote,intpro,intanti,sendate,senact,sensupp,senopp,serve,withdraw,dateserb,datesere,agedep,reasdep,postdep,scssr,deathd,deathcit,deathst,deathag
"McKinley, John",1837,1,0,1,44,2,9.03,28,888,05/01/1780,1780,389,46,120,17,2,4,0,11,19,0,0,"Logan, Mary","McKinley, Andrew",26,888,888,888,888,888,888,888,888,888,888,888,888,888,888,Self taught,17,1800,777,2,"Armistead, Elizabeth",999,999,888,0,888,888,888,0,17,1800,888,888,888,888,1,17,18,1,1,8,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,1,2,777,0,1,5,1,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,1,2,888,0,888,0,09/18/1837,09/19/1837,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,0,57,1,1,888,NEWLY CREATED SEAT,8,1,0.104999997,888,888,25,1,-0.256000012,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,09/25/1837,1,888,888,09/25/1837,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/09/1838,07/19/1852,72,3,777,"Campbell, John Archibald",07/19/1852,122,17,72
"Daniel, Peter Vivian",1841,1,0,1,45,1,5.06,29,888,04/24/1784,1784,396,46,396,46,6,5,0,6,4,0,0,"Moncure, Frances","Daniel, Travers",28,11,1,85,1,1803,1,888,888,888,888,888,888,888,888,"Randolph, Edmund",46,1808,1,2,"Harris, Elizabeth",1853,5,888,0,888,888,888,0,46,1808,888,888,888,888,1,46,10,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,888,0,46,9,5,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,46,1818,1835,888,0,46,23,888,0,888,0,46,3,888,0,888,0,02/25/1841,02/27/1841,5,16,888,888,888,888,888,888,888,888,888,888,888,888,888,5,56,46,1,2,"Barbour, Philip Pendelton",8,1,0.104999997,888,888,26,1,-0.213,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,03/02/1841,2,22,5,1,888. NOMINATION NOT WITHDRAWN,01/10/1842,05/31/1860,76,3,777,"Miller, Samuel Freeman",05/31/1860,395,46,76
"Spencer, John C.",1844,1,0,0,46,1,2.1,888,888,01/08/1788,1788,279,32,268,32,4,5,1,9,4,0,0,"Canfield, Laura","Spencer, Ambrose",20,10,8,101,2,1806,2,888,888,888,888,888,888,888,888,999. UNKNOWN,32,1809,999,1,"Smith, Elizabeth Scott",1807,4,1,1,999,2,888,0,32,1809,888,888,888,888,1,32,4,1,32,3,888,888,0,888,888,0,888,888,32,1,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,29,2,888,0,888,0,0,32,2,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,32,2,32,2,888,0,888,888,888,888,0,32,2,888,0,32,4,32,2,888,0,4,2,01/08/1844,01/09/1844,888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,1,56,32,7,1,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/30/1844,1,888,888,01/31/1844,4,21,26,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/18/1855,268,32,67
"Walworth, Reuben H.",1844,1,0,0,47,1,2.11,888,888,10/26/1788,1788,39,7,278,32,2,2,0,10,4,0,0,"Hyde, Apphia","Walworth, Benjamin",15,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Russell, John",32,1809,1,2,"Hardin, Sarah Ellen Smith",1851,7,14,2,18,2,888,0,32,1809,888,888,888,888,1,32,13,777,777,0,888,888,0,888,888,0,888,888,32,25,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,32,2,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,03/13/1844,03/13/1844,8,888,32,888,888,888,888,888,888,888,888,888,888,888,888,16,55,32,1,888,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,06/14/1844,1,888,888,06/17/1844,5,20,27,4,06/17/1844,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/21/1867,288,32,79
"King, Edward",1844,1,0,0,48,1,4.05,888,888,01/31/1794,1794,326,38,326,38,5,999,999,999,4,0,0,999. UNKNOWN,999. UNKNOWN,999,999,999,888,888,888,888,888,888,888,888,888,888,888,888,"Chauncey, Charles",38,1816,1,999,999. UNKNOWN,999,999,888,0,888,888,888,0,38,1816,888,888,888,888,999,38,8,777,777,0,888,888,0,888,888,0,888,888,38,19,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,06/05/1844,06/05/1844,8,888,38,888,888,888,888,888,888,888,888,888,888,888,888,19,50,38,1,888,"Baldwin, Henry",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,06/14/1844,1,888,888,06/15/1844,5,18,29,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/08/1873,326,38,79
"Spencer, John C.",1844,1,0,0,49,2,2.12,888,888,01/08/1788,1788,279,32,268,32,4,5,1,9,4,0,0,"Canfield, Laura","Spencer, Ambrose",20,10,8,101,2,1806,2,888,888,888,888,888,888,888,888,999. UNKNOWN,32,1809,999,1,"Smith, Elizabeth Scott",1807,4,1,1,999,2,888,0,32,1809,888,888,888,888,1,32,4,1,32,3,888,888,0,888,888,0,888,888,32,1,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,29,2,17,0,888,0,0,32,2,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,32,2,32,2,888,0,888,888,888,888,0,32,2,888,0,32,4,32,2,888,0,4,2,06/17/1844,06/17/1844,888,888,888,888,888,888,888,888,888,888,888,888,888,888,11,1,56,32,7,1,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,888. NO RECORD OF ACTION,888,888,888,4,06/17/1844,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/18/1855,268,32,67
"Walworth, Reuben H.",1844,1,0,0,50,2,2.13,888,888,10/26/1788,1788,39,7,278,32,2,2,0,10,4,0,0,"Hyde, Apphia","Walworth, Benjamin",15,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Russell, John",32,1809,1,2,"Hardin, Sarah Ellen Smith",1851,7,14,2,18,2,888,0,32,1809,888,888,888,888,1,32,13,777,777,0,888,888,0,888,888,0,888,888,32,25,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,32,2,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,06/17/1844,06/17/1844,8,888,32,888,888,888,888,888,888,888,888,888,888,888,888,16,55,32,1,888,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/21/1867,288,32,79
"Walworth, Reuben H.",1844,1,0,0,51,3,2.14,888,888,10/26/1788,1788,39,7,278,32,2,2,0,10,4,0,0,"Hyde, Apphia","Walworth, Benjamin",15,888,888,888,888,888,888,888,888,888,888,888,888,888,888,"Russell, John",32,1809,1,2,"Hardin, Sarah Ellen Smith",1851,7,14,2,18,2,888,0,32,1809,888,888,888,888,1,32,13,777,777,0,888,888,0,888,888,0,888,888,32,25,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,32,2,777,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/04/1844,12/10/1844,8,888,32,888,888,888,888,888,888,888,888,888,888,888,888,16,56,32,1,888,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/21/1845,1,888,888,01/21/1845,5,666,666,4,02/06/1845,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/21/1867,288,32,79
"King, Edward",1844,1,0,0,52,2,4.06,888,888,01/31/1794,1794,326,38,326,38,5,999,999,999,4,0,0,999. UNKNOWN,999. UNKNOWN,999,999,999,888,888,888,888,888,888,888,888,888,888,888,888,"Chauncey, Charles",38,1816,1,999,999. UNKNOWN,999,999,888,0,888,888,888,0,38,1816,888,888,888,888,999,38,8,777,777,0,888,888,0,888,888,0,888,888,38,19,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,12/04/1844,12/10/1844,8,888,38,888,888,888,888,888,888,888,888,888,888,888,888,19,50,38,1,888,"Baldwin, Henry",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/21/1845,1,888,888,01/21/1845,5,666,666,4,02/08/1845,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/08/1873,326,38,79
"Nelson, Samuel",1845,1,0,1,53,1,2.15,30,888,11/10/1792,1792,277,32,290,32,1,4,0,6,22,0,0,"McCarter, Jane","Nelson, John Rogers",13,888,888,71,2,1813,1,888,888,888,888,888,888,888,888,Savage and Wood Law Offices,32,1817,2,2,"Russell, Catherine Ann",1825,4,888,0,888,888,888,0,32,1817,888,888,888,888,3,32,1,1,32,1,888,888,0,888,888,0,888,888,32,8,888,0,32,14,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,17,3,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,15,0,02/04/1845,02/06/1845,6,888,32,888,888,888,888,888,888,888,888,888,888,888,888,14,52,32,1,2,"Thompson, Smith",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/08/1845,1,888,888,02/14/1845,1,666,666,1,888. NOMINATION NOT WITHDRAWN,02/27/1845,11/28/1872,80,1,777,"Hunt, Ward",12/13/1873,273,32,81
"Read, John M.",1845,1,0,0,54,1,4.07,888,888,07/21/1794,1794,326,38,326,38,5,5,0,6,999,0,0,"Meredith, Martha","Read, John",20,11,4,84,2,1812,1,888,888,888,888,888,888,888,888,999. UNKNOWN,999,999,999,2,"Thompson, Amelia",1855,1,888,0,888,888,888,0,38,1818,888,888,888,888,999,38,19,999,38,4,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,10,4,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,326,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,38,2,326,0,888,0,02/08/1845,02/08/1845,888,888,888,5,38,888,888,888,888,888,888,888,888,888,888,4,47,38,1,4,"Baldwin, Henry",10,1,0.250999987,888,888,28,7,-0.234500006,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,02/14/1845,1,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/29/1874,326,38,77
"Woodward, George W.",1845,1,0,0,55,1,4.08,888,888,03/26/1809,1809,316,38,999,999,999,999,999,999,4,0,0,999. UNKNOWN,999. UNKNOWN,999,999,999,48,999,999,999,888,888,888,888,999,999,999,999,999. UNKNOWN,38,1830,999,999,999. UNKNOWN,999,999,888,0,888,888,888,0,38,1830,888,888,888,888,999,38,11,777,777,0,888,888,0,888,888,0,888,888,38,4,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,8,0,12/23/1845,12/23/1845,8,888,38,888,888,888,888,888,888,888,888,888,888,888,888,4,36,38,1,888,"Baldwin, Henry",11,1,-0.658999979,888,888,29,1,-0.280000001,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/20/1846,1,888,888,01/22/1846,4,20,29,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/10/1875,535,56,66
"Woodbury, Levi",1845,1,1,888,56,1,3.06,31,888,12/22/1789,1789,238,29,238,29,1,4,0,10,4,0,0,"Woodbury, Mary","Woodbury, Peter",24,11,1,31,2,1809,1,888,888,888,888,59,1,1810,1,"Smith, Jeremiah",21,1812,2,1,"Clapp, Elizabeth Williams",1819,5,888,0,888,888,888,0,29,1812,888,888,888,888,1,29,4,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,29,6,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,24,7,888,0,888,0,0,888,0,888,0,29,6,29,4,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,29,1,888,0,888,0,888,0,29,0,888,0,888,0,09/20/1845,RECESS APPT,888,888,888,888,888,888,888,888,2,29,888,888,888,888,888,4,55,29,1,2,"Story, Joseph",11,1,-0.658999979,888,888,29,7,-0.280000001,888,888,888,888,888,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,09/23/1845,01/03/1846,56,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,09/04/1851,241,29,61
"Woodbury, Levi",1845,1,0,1,57,2,3.07,31,888,12/22/1789,1789,238,29,238,29,1,4,0,10,4,0,0,"Woodbury, Mary","Woodbury, Peter",24,11,1,31,2,1809,1,888,888,888,888,59,1,1810,1,"Smith, Jeremiah",21,1812,2,1,"Clapp, Elizabeth Williams",1819,5,888,0,888,888,888,0,29,1812,888,888,888,888,1,29,4,777,777,0,888,888,0,888,888,0,888,888,888,0,888,0,29,6,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,24,7,888,0,888,0,0,888,0,888,0,29,6,29,4,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,29,1,888,0,888,0,888,0,29,0,888,0,888,0,12/23/1845,12/23/1845,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,56,29,1,2,"Story, Joseph",11,1,-0.658999979,888,888,29,1,-0.280000001,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,01/03/1846,1,888,888,01/03/1846,1,666,666,1,888. NOMINATION NOT WITHDRAWN,01/03/1846,09/04/1851,61,3,777,"Curtis, Benjamin Robbins",09/04/1851,241,29,61
"Grier, Robert Cooper",1846,1,0,1,58,1,4.09,32,888,03/05/1794,1794,323,38,325,38,2,3,0,10,19,0,0,"Cooper, Elizabeth","Grier, Issac",29,888,888,37,2,1812,1,888,888,888,888,888,888,888,888,Self taught,38,1817,777,1,"Rose, Isabella",1829,2,888,0,888,888,888,0,38,1817,888,888,888,888,1,38,16,777,777,0,888,888,0,888,888,0,888,888,38,13,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,888,0,888,0,888,0,08/03/1846,08/03/1846,8,888,38,888,888,888,888,888,888,888,888,888,888,888,888,13,52,38,1,888,"Baldwin, Henry",11,1,-0.658999979,888,888,29,1,-0.280000001,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,08/04/1846,1,888,888,08/04/1846,1,666,666,1,888. NOMINATION NOT WITHDRAWN,08/10/1846,01/31/1870,75,2,777,"Strong, William",09/25/1870,326,38,76
"Curtis, Benjamin Robbins",1851,1,1,888,59,1,3.08,33,888,11/04/1809,1809,193,21,193,21,3,3,1,6,4,0,0,"Robbins, Lois","Curtis, Benjamin",36,888,888,47,2,1829,1,888,888,888,888,47,2,1832,1,888. NOMINEE DID NOT READ LAW,888,888,888,3,"Allen, Maria Malleville",1861,12,888,0,888,888,888,0,21,1832,888,888,888,888,1,21,2,3,21,17,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,21,2,888,0,888,0,09/22/1851,RECESS APPT,888,888,888,888,888,888,888,888,888,888,1,21,888,888,888,2,41,21,7,888,"Woodbury, Levi",13,7,888,888,888,32,1,-0.25999999,888,888,888,888,888,777,777,777,777. RECESS APPOINTMENT,777,777. RECESS APPOINTMENT,777,777,777,777. RECESS APPT,777,777,777,777,777. RECESS APPOINTMENT,10/10/1851,777. UNCLEAR,42,13,9,666. RECESS APPOINTEE REPLACED HIMSELF,09/15/1874,339,39,64
"Curtis, Benjamin Robbins",1851,1,0,1,60,2,3.09,33,888,11/04/1809,1809,193,21,193,21,3,3,1,6,4,0,0,"Robbins, Lois","Curtis, Benjamin",36,888,888,47,2,1829,1,888,888,888,888,47,2,1832,1,888. NOMINEE DID NOT READ LAW,888,888,888,3,"Allen, Maria Malleville",1861,12,888,0,888,888,888,0,21,1832,888,888,888,888,1,21,2,3,21,17,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,21,2,888,0,888,0,12/11/1851,12/11/1851,9,1,888,888,888,888,888,888,888,888,888,888,888,888,888,1,42,21,7,888,"Woodbury, Levi",13,7,888,888,888,32,1,-0.25999999,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,12/23/1851,1,888,888,12/23/1851,1,666,666,1,888. NOMINATION NOT WITHDRAWN,999. UNCLEAR,09/30/1857,47,4,777,"Clifford, Nathan",09/15/1874,339,39,64
"Bradford, Edward A.",1852,1,0,0,61,1,9.04,888,888,09/27/1813,1813,999,7,999,999,999,999,999,999,999,0,0,999. UNKNOWN,999. UNKNOWN,999,999,999,117,2,999,1,999,999,999,999,999,999,999,999,999. UNKNOWN,999,999,999,999,999. UNKNOWN,999,999,999,0,999,999,888,0,999,999,999,999,999,999,999,999,0,999,999,0,999,999,0,999,999,0,999,999,999,0,999,0,999,0,888,888,0,888,0,999,0,999,0,0,0,0,0,999,0,888,0,999,0,999,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,999,0,999,0,999,0,999,0,999,0,999,999,999,999,0,999,0,999,0,999,0,999,0,999,0,999,0,08/16/1852,08/21/1852,888,888,888,5,18,888,888,888,888,888,888,888,888,888,888,999,38,18,7,888,"McKinley, John",13,7,888,888,888,32,1,-0.25999999,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,08/30/1852,1,888,888,08/31/1852,5,666,666,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,11/22/1872,520,57,69
"Badger, George E.",1853,1,0,0,62,1,9.05,888,888,04/17/1795,1795,300,33,300,33,3,4,0,11,4,0,0,"Cogdell, Lydia","Badger, Thomas",20,888,888,117,1,1811,1,888,888,888,888,888,888,888,888,"Stanley, John",33,1814,1,3,"Williams, Delia Haywood",1836,9,15,0,11,2,888,0,33,1814,888,888,888,888,1,33,4,1,33,5,888,888,0,888,888,0,888,888,33,5,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,16,0,888,0,888,0,0,888,0,888,0,33,7,777,0,0,888,0,888,0,888,888,0,888,0,33,2,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,33,4,888,0,888,0,01/03/1853,01/10/1853,888,888,888,888,888,888,888,888,2,33,888,888,888,888,888,7,57,33,7,3,"McKinley, John",13,7,888,888,888,32,1,-0.25999999,888,888,888,888,888,888,888,888,888. NO REFERRAL,888,888. NO REFERRAL,888,888,888,02/11/1853,3,25,26,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,05/11/1866,301,33,71
"Micou, William C.",1853,1,0,0,63,1,9.06,888,888,999. UNKNOWN,1806,999,18,999,999,999,999,999,999,999,0,0,999. UNKNOWN,999. UNKNOWN,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999. UNKNOWN,999,999,999,999,999. UNKNOWN,999,999,999,0,999,999,888,0,999,999,999,999,999,999,999,999,0,999,999,0,999,999,0,999,999,0,999,999,999,0,999,0,999,0,888,888,0,888,0,999,0,999,0,0,0,0,0,999,0,888,0,999,0,999,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,999,0,999,0,999,0,999,0,999,0,999,999,999,999,0,999,0,999,0,999,0,999,0,999,0,999,0,02/14/1853,02/24/1853,888,888,888,5,18,888,888,888,888,888,888,888,888,888,888,999,47,18,7,888,"McKinley, John",13,7,888,888,888,32,1,-0.25999999,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,666. NO RECORD OF VOTE/ACT,666,888,888,888. NO RECORD OF ACTION,888,888,888,3,888. NOMINATION NOT WITHDRAWN,888. NOT CONFIRMED OR DIDN'T SERVE,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,888,888,888,888. NOMINEE NOT CONFIRMED OR DIDN'T SERVE,04/16/1854,138,18,48
"Campbell, John Archibald",1853,1,0,1,64,1,9.07,34,888,06/24/1811,1811,72,10,72,10,3,4,1,6,22,0,0,"Williamson, Mary","Campbell, Duncan",20,11,1,111,1,1828,2,888,888,888,888,888,888,888,888,Self taught,10,1829,777,1,"Goldthwaite, Anna Esther",999,5,888,0,888,888,888,0,10,1829,888,888,888,888,3,1,6,3,1,15,888,888,0,888,888,0,888,888,888,0,888,0,888,0,888,888,0,888,0,888,0,888,0,0,0,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,0,888,0,0,888,0,888,0,888,888,0,888,0,888,0,888,0,888,0,888,888,888,888,0,888,0,888,0,888,0,1,0,888,0,888,0,03/21/1853,03/21/1853,888,888,888,1,1,888,888,888,888,888,888,888,888,888,888,22,41,1,1,888,"McKinley, John",14,1,0.256000012,888,888,33,1,-0.264499992,888,888,888,888,888,888,888,888,666. NO RECORD OF HEARING,666,03/22/1853,1,888,888,03/22/1853,1,666,666,1,888. NOMINATION NOT WITHDRAWN,04/11/1853,04/30/1861,49,10,10,"Davis, David",03/12/1889,160,20,77
